week,team,side,book,espn_prob,ml,ev,won
15,Los Angeles Chargers,away,betway,0.337,240,14.580000000000013,True
15,Los Angeles Chargers,away,fanduel,0.337,240,14.580000000000013,True
9,Minnesota Vikings,away,draftkings,0.249,360,14.540000000000006,True
15,Cincinnati Bengals,home,draftkings,0.485,136,14.459999999999994,False
2,New York Jets,home,si,0.35200000000000004,225,14.400000000000006,False
6,New York Giants,home,betway,0.254,350,14.300000000000011,True
7,Tennessee Titans,home,betmgm,0.336,240,14.240000000000009,False
7,Tennessee Titans,home,betway,0.336,240,14.240000000000009,False
7,Tennessee Titans,home,si,0.336,240,14.240000000000009,False
1,Houston Texans,away,fanduel,0.439,160,14.14,False
15,Tennessee Titans,away,caesars,0.16899999999999998,575,14.075000000000003,False
2,Pittsburgh Steelers,home,draftkings,0.61,-115,14.043478260869563,False
4,Cleveland Browns,away,caesars,0.228,400,14.0,False
SB,New England Patriots,home,betway,0.4,185,14.0,False
4,Cleveland Browns,away,betway,0.228,400,14.0,False
11,Carolina Panthers,away,fanduel,0.40700000000000003,180,13.960000000000008,True
11,San Francisco 49ers,away,bet365,0.633,-125,13.939999999999998,True
18,San Francisco 49ers,home,betway,0.489,133,13.93699999999999,False
17,Chicago Bears,away,betway,0.386,195,13.869999999999997,False
2,Tampa Bay Buccaneers,away,fanduel,0.499,128,13.771999999999998,True
11,Denver Broncos,home,betway,0.39899999999999997,185,13.715000000000003,True
7,New Orleans Saints,away,betway,0.39899999999999997,185,13.715000000000003,False
12,Tampa Bay Buccaneers,away,bet365,0.355,220,13.599999999999994,False
3,New York Giants,home,si,0.33399999999999996,240,13.559999999999988,False
3,New York Giants,home,betmgm,0.33399999999999996,240,13.559999999999988,False
16,Los Angeles Rams,away,si,0.528,115,13.52000000000001,False
4,Indianapolis Colts,away,bet365,0.445,155,13.475000000000001,False
4,Indianapolis Colts,away,betway,0.445,155,13.475000000000001,False
4,Indianapolis Colts,away,si,0.445,155,13.475000000000001,False
4,Indianapolis Colts,away,betmgm,0.445,155,13.475000000000001,False
11,Chicago Bears,away,betway,0.48700000000000004,133,13.47100000000001,True
15,Atlanta Falcons,away,bet365,0.366,210,13.46,True
16,Indianapolis Colts,home,betmgm,0.39799999999999996,185,13.429999999999986,False
16,Indianapolis Colts,home,draftkings,0.39799999999999996,185,13.429999999999986,False
16,Indianapolis Colts,home,betway,0.39799999999999996,185,13.429999999999986,False
16,Indianapolis Colts,home,si,0.39799999999999996,185,13.429999999999986,False
11,Denver Broncos,home,fanduel,0.39899999999999997,184,13.316000000000003,True
5,Washington Commanders,away,draftkings,0.41200000000000003,175,13.300000000000011,True
5,Baltimore Ravens,home,bet365,0.515,120,13.300000000000004,False
5,Baltimore Ravens,home,caesars,0.515,120,13.300000000000004,False
15,Minnesota Vikings,away,bet365,0.384,195,13.279999999999994,True
4,Tampa Bay Buccaneers,home,betway,0.444,155,13.219999999999999,False
6,Cleveland Browns,away,bet365,0.365,210,13.149999999999991,False
DIV,Chicago Bears,home,si,0.419,170,13.13000000000001,False
DIV,Chicago Bears,home,betmgm,0.419,170,13.13000000000001,False
DIV,Chicago Bears,home,draftkings,0.419,170,13.13000000000001,False
17,New York Jets,home,caesars,0.156,625,13.100000000000009,False
17,New York Jets,home,draftkings,0.156,625,13.100000000000009,False
16,Indianapolis Colts,home,fanduel,0.39799999999999996,184,13.03199999999999,False
4,Indianapolis Colts,away,draftkings,0.445,154,13.030000000000008,False
7,Cincinnati Bengals,home,betway,0.353,220,12.959999999999994,True
13,Arizona Cardinals,away,bet365,0.353,220,12.959999999999994,False
18,Philadelphia Eagles,home,draftkings,0.726,-180,12.933333333333334,False
18,Philadelphia Eagles,home,si,0.726,-180,12.933333333333334,False
15,Minnesota Vikings,away,fanduel,0.384,194,12.895999999999994,True
CC,Denver Broncos,home,betway,0.426,165,12.889999999999986,False
8,Cleveland Browns,away,caesars,0.293,285,12.804999999999993,False
17,Atlanta Falcons,home,betway,0.282,300,12.799999999999997,True
12,Atlanta Falcons,away,betmgm,0.55,105,12.750000000000014,True
12,Atlanta Falcons,away,si,0.55,105,12.750000000000014,True
3,Cleveland Browns,home,bet365,0.289,290,12.70999999999998,True
2,New York Jets,home,betway,0.35200000000000004,220,12.640000000000015,False
7,Miami Dolphins,away,si,0.512,120,12.64,False
7,Miami Dolphins,away,betmgm,0.512,120,12.64,False
7,Miami Dolphins,away,caesars,0.512,120,12.64,False
7,Tennessee Titans,home,caesars,0.336,235,12.560000000000016,False
18,Philadelphia Eagles,home,caesars,0.726,-182,12.490109890109888,False
18,San Francisco 49ers,home,caesars,0.489,130,12.469999999999999,False
7,Houston Texans,away,bet365,0.489,130,12.469999999999999,False
18,San Francisco 49ers,home,bet365,0.489,130,12.469999999999999,False
18,San Francisco 49ers,home,draftkings,0.489,130,12.469999999999999,False
CC,Denver Broncos,home,fanduel,0.426,164,12.463999999999999,False
1,Seattle Seahawks,home,fanduel,0.45899999999999996,145,12.454999999999991,False
15,Cleveland Browns,away,caesars,0.281,300,12.40000000000002,False
15,Cleveland Browns,away,betway,0.281,300,12.40000000000002,False
15,Cleveland Browns,away,si,0.281,300,12.40000000000002,False
2,New Orleans Saints,home,caesars,0.478,135,12.329999999999998,False
2,New Orleans Saints,home,betmgm,0.478,135,12.329999999999998,False
2,New Orleans Saints,home,betway,0.478,135,12.329999999999998,False
2,New Orleans Saints,home,si,0.478,135,12.329999999999998,False
3,Los Angeles Rams,away,caesars,0.41600000000000004,170,12.320000000000014,False
6,Chicago Bears,away,fanduel,0.35100000000000003,220,12.320000000000007,True
6,Chicago Bears,away,betway,0.35100000000000003,220,12.320000000000007,True
14,Chicago Bears,away,caesars,0.312,260,12.320000000000007,False
14,Chicago Bears,away,fanduel,0.312,260,12.320000000000007,False
DIV,Chicago Bears,home,caesars,0.419,168,12.292000000000002,False
DIV,Chicago Bears,home,fanduel,0.419,168,12.292000000000002,False
2,Tampa Bay Buccaneers,away,si,0.499,125,12.274999999999999,True
5,Baltimore Ravens,home,si,0.515,118,12.270000000000003,False
5,Baltimore Ravens,home,betmgm,0.515,118,12.270000000000003,False
6,San Francisco 49ers,away,fanduel,0.42200000000000004,166,12.25200000000001,False
16,New York Giants,home,bet365,0.561,100,12.200000000000017,False
18,Los Angeles Chargers,away,bet365,0.299,275,12.124999999999986,False
9,Minnesota Vikings,away,fanduel,0.249,350,12.050000000000011,True
4,Kansas City Chiefs,home,betmgm,0.498,125,12.049999999999997,True
4,Kansas City Chiefs,home,betway,0.498,125,12.049999999999997,True
4,Kansas City Chiefs,home,si,0.498,125,12.049999999999997,True
4,Kansas City Chiefs,home,bet365,0.498,125,12.049999999999997,True
7,Indianapolis Colts,away,si,0.48700000000000004,130,12.010000000000012,True
2,Minnesota Vikings,home,fanduel,0.645,-136,11.926470588235297,False
5,Dallas Cowboys,away,betway,0.573,-105,11.87142857142856,True
18,Philadelphia Eagles,home,betmgm,0.726,-185,11.84324324324324,False
16,Indianapolis Colts,home,caesars,0.39799999999999996,181,11.837999999999987,False
14,New Orleans Saints,away,draftkings,0.26,330,11.799999999999997,True
11,Denver Broncos,home,si,0.39899999999999997,180,11.719999999999999,True
11,Denver Broncos,home,draftkings,0.39899999999999997,180,11.719999999999999,True
11,Denver Broncos,home,betmgm,0.39899999999999997,180,11.719999999999999,True
12,Atlanta Falcons,away,caesars,0.55,103,11.650000000000013,True
18,Philadelphia Eagles,home,fanduel,0.726,-186,11.632258064516119,False
15,Cincinnati Bengals,home,betway,0.485,130,11.549999999999997,False
12,Carolina Panthers,away,draftkings,0.272,310,11.52000000000001,False
5,Denver Broncos,away,betmgm,0.391,185,11.43500000000001,True
5,Denver Broncos,away,caesars,0.391,185,11.43500000000001,True
5,Denver Broncos,away,betway,0.391,185,11.43500000000001,True
5,Denver Broncos,away,si,0.391,185,11.43500000000001,True
17,Atlanta Falcons,home,fanduel,0.282,295,11.39,True
17,Atlanta Falcons,home,draftkings,0.282,295,11.39,True
15,Detroit Lions,away,bet365,0.405,175,11.375,False
5,Tennessee Titans,away,betmgm,0.262,325,11.350000000000009,True
5,Tennessee Titans,away,bet365,0.262,325,11.350000000000009,True
5,Tennessee Titans,away,si,0.262,325,11.350000000000009,True
8,Cleveland Browns,away,si,0.293,280,11.33999999999999,False
8,Cleveland Browns,away,betmgm,0.293,280,11.33999999999999,False
11,Denver Broncos,home,caesars,0.39899999999999997,179,11.320999999999998,True
9,New England Patriots,home,bet365,0.649,-140,11.257142857142867,True
9,New Orleans Saints,away,caesars,0.139,700,11.200000000000017,False
4,Pittsburgh Steelers,home,fanduel,0.42100000000000004,164,11.144000000000013,True
11,Carolina Panthers,away,caesars,0.40700000000000003,173,11.111000000000004,True
7,Tampa Bay Buccaneers,away,bet365,0.38299999999999995,190,11.069999999999993,False
DIV,Chicago Bears,home,bet365,0.419,165,11.034999999999997,False
4,Tampa Bay Buccaneers,home,draftkings,0.444,150,10.999999999999986,False
15,Cleveland Browns,away,draftkings,0.281,295,10.995000000000019,False
7,Tennessee Titans,home,draftkings,0.336,230,10.88000000000001,False
12,Indianapolis Colts,away,si,0.382,190,10.780000000000001,False
14,Chicago Bears,away,si,0.312,255,10.760000000000005,False
11,Washington Commanders,away,draftkings,0.48100000000000004,130,10.630000000000017,False
2,Minnesota Vikings,home,draftkings,0.645,-140,10.571428571428577,False
4,Kansas City Chiefs,home,caesars,0.498,122,10.555999999999997,True
1,Baltimore Ravens,away,fanduel,0.502,120,10.440000000000005,False
5,Washington Commanders,away,fanduel,0.41200000000000003,168,10.416000000000011,True
18,Philadelphia Eagles,home,betway,0.726,-192,10.412499999999998,False
12,Houston Texans,home,caesars,0.36200000000000004,205,10.410000000000018,True
10,Jacksonville Jaguars,away,fanduel,0.552,100,10.400000000000006,False
16,Cleveland Browns,home,fanduel,0.19699999999999998,460,10.319999999999979,False
13,Carolina Panthers,home,betmgm,0.21,425,10.25,True
11,Detroit Lions,away,si,0.49,125,10.25,False
11,Detroit Lions,away,betmgm,0.49,125,10.25,False
13,Carolina Panthers,home,caesars,0.21,425,10.25,True
3,Los Angeles Rams,away,betmgm,0.41600000000000004,165,10.240000000000002,False
3,Los Angeles Rams,away,si,0.41600000000000004,165,10.240000000000002,False
3,Los Angeles Rams,away,betway,0.41600000000000004,165,10.240000000000002,False
12,Carolina Panthers,away,caesars,0.272,305,10.16000000000001,False
5,Tennessee Titans,away,fanduel,0.262,320,10.040000000000006,True
5,Tennessee Titans,away,caesars,0.262,320,10.040000000000006,True
7,Dallas Cowboys,home,bet365,0.489,125,10.024999999999999,True
18,San Francisco 49ers,home,si,0.489,125,10.024999999999999,False
18,San Francisco 49ers,home,betmgm,0.489,125,10.024999999999999,False
12,Indianapolis Colts,away,fanduel,0.382,188,10.016000000000005,False
17,Chicago Bears,away,draftkings,0.386,185,10.009999999999998,False
17,Chicago Bears,away,betmgm,0.386,185,10.009999999999998,False
17,Chicago Bears,away,si,0.386,185,10.009999999999998,False
12,Atlanta Falcons,away,betway,0.55,100,10.000000000000014,True
17,Atlanta Falcons,home,caesars,0.282,290,9.97999999999999,True
17,Atlanta Falcons,home,si,0.282,290,9.97999999999999,True
2,New Orleans Saints,home,draftkings,0.478,130,9.939999999999998,False
11,Carolina Panthers,away,betmgm,0.40700000000000003,170,9.89,True
8,Cleveland Browns,away,fanduel,0.293,275,9.874999999999986,False
16,Los Angeles Rams,away,fanduel,0.528,108,9.824000000000005,False
2,Tampa Bay Buccaneers,away,betway,0.499,120,9.780000000000001,True
2,Tampa Bay Buccaneers,away,betmgm,0.499,120,9.780000000000001,True
2,Tampa Bay Buccaneers,away,caesars,0.499,120,9.780000000000001,True
14,Philadelphia Eagles,away,betmgm,0.5870000000000001,-115,9.74347826086958,False
14,Philadelphia Eagles,away,si,0.5870000000000001,-115,9.74347826086958,False
14,Philadelphia Eagles,away,bet365,0.5870000000000001,-115,9.74347826086958,False
10,Minnesota Vikings,home,betway,0.37200000000000005,195,9.740000000000016,False
3,Cincinnati Bengals,away,draftkings,0.43200000000000005,154,9.728000000000009,False
7,New Orleans Saints,away,si,0.39899999999999997,175,9.724999999999994,False
6,San Francisco 49ers,away,draftkings,0.42200000000000004,160,9.720000000000013,False
6,San Francisco 49ers,away,betmgm,0.42200000000000004,160,9.720000000000013,False
6,San Francisco 49ers,away,si,0.42200000000000004,160,9.720000000000013,False
13,Green Bay Packers,away,si,0.457,140,9.680000000000014,True
9,Tennessee Titans,home,bet365,0.258,325,9.650000000000006,False
17,Chicago Bears,away,fanduel,0.386,184,9.624000000000002,False
2,Chicago Bears,away,bet365,0.37799999999999995,190,9.619999999999983,False
11,Chicago Bears,away,betmgm,0.48700000000000004,125,9.575000000000017,True
7,Indianapolis Colts,away,betmgm,0.48700000000000004,125,9.575000000000017,True
11,Chicago Bears,away,si,0.48700000000000004,125,9.575000000000017,True
13,San Francisco 49ers,away,draftkings,0.778,-245,9.55510204081633,True
15,Los Angeles Chargers,away,caesars,0.337,225,9.525000000000006,True
15,Los Angeles Chargers,away,si,0.337,225,9.525000000000006,True
15,Los Angeles Chargers,away,betmgm,0.337,225,9.525000000000006,True
14,Pittsburgh Steelers,away,draftkings,0.337,225,9.525000000000006,True
3,Tennessee Titans,home,si,0.337,225,9.525000000000006,False
3,Tennessee Titans,home,betmgm,0.337,225,9.525000000000006,False
14,Pittsburgh Steelers,away,si,0.337,225,9.525000000000006,True
14,Pittsburgh Steelers,away,betmgm,0.337,225,9.525000000000006,True
14,Pittsburgh Steelers,away,caesars,0.337,225,9.525000000000006,True
4,Indianapolis Colts,away,fanduel,0.445,146,9.470000000000006,False
4,Chicago Bears,away,bet365,0.509,115,9.435000000000002,True
7,Cincinnati Bengals,home,fanduel,0.353,210,9.429999999999993,True
10,Minnesota Vikings,home,fanduel,0.37200000000000005,194,9.368000000000016,False
7,San Francisco 49ers,home,draftkings,0.618,-130,9.338461538461544,True
16,Cleveland Browns,home,betway,0.19699999999999998,455,9.33499999999998,False
16,Los Angeles Rams,away,caesars,0.528,107,9.296000000000006,False
5,New Orleans Saints,home,bet365,0.5329999999999999,105,9.26499999999998,True
4,Tampa Bay Buccaneers,home,fanduel,0.444,146,9.22399999999999,False
6,New York Giants,home,fanduel,0.254,330,9.220000000000013,True
1,New Orleans Saints,home,caesars,0.39,180,9.200000000000003,False
14,New Orleans Saints,away,betway,0.26,320,9.200000000000003,True
18,Las Vegas Raiders,home,draftkings,0.39,180,9.200000000000003,True
14,Chicago Bears,away,bet365,0.312,250,9.200000000000003,False
17,New York Jets,home,betmgm,0.156,600,9.200000000000003,False
8,Tennessee Titans,away,bet365,0.168,550,9.200000000000003,False
15,Cincinnati Bengals,home,bet365,0.485,125,9.125,False
11,Chicago Bears,away,caesars,0.48700000000000004,124,9.088000000000015,True
11,Chicago Bears,away,fanduel,0.48700000000000004,124,9.088000000000015,True
11,Las Vegas Raiders,home,betmgm,0.40399999999999997,170,9.079999999999984,False
11,Las Vegas Raiders,home,caesars,0.40399999999999997,170,9.079999999999984,False
18,Tampa Bay Buccaneers,home,draftkings,0.6629999999999999,-155,9.074193548387079,True
18,Detroit Lions,away,bet365,0.545,100,9.000000000000014,True
4,Arizona Cardinals,home,betway,0.519,110,8.990000000000002,False
13,San Francisco 49ers,away,betmgm,0.778,-250,8.920000000000005,True
13,San Francisco 49ers,away,si,0.778,-250,8.920000000000005,True
16,Jacksonville Jaguars,away,betway,0.414,163,8.88199999999999,True
14,Philadelphia Eagles,away,caesars,0.5870000000000001,-117,8.870940170940187,False
12,Indianapolis Colts,away,bet365,0.382,185,8.870000000000005,False
12,Indianapolis Colts,away,caesars,0.382,185,8.870000000000005,False
12,Indianapolis Colts,away,betmgm,0.382,185,8.870000000000005,False
12,Indianapolis Colts,away,draftkings,0.382,185,8.870000000000005,False
12,Buffalo Bills,away,bet365,0.635,-140,8.857142857142861,False
17,Chicago Bears,away,caesars,0.386,182,8.851999999999997,False
6,Chicago Bears,away,draftkings,0.35100000000000003,210,8.810000000000002,True
10,Arizona Cardinals,away,bet365,0.35100000000000003,210,8.810000000000002,False
12,Carolina Panthers,away,betway,0.272,300,8.800000000000011,False
15,Seattle Seahawks,home,bet365,0.7120000000000001,-190,8.673684210526321,True
12,Houston Texans,home,betmgm,0.36200000000000004,200,8.600000000000016,True
12,Houston Texans,home,si,0.36200000000000004,200,8.600000000000016,True
12,Houston Texans,home,betway,0.36200000000000004,200,8.600000000000016,True
1,New York Giants,away,caesars,0.32899999999999996,230,8.569999999999979,False
1,New York Giants,away,betmgm,0.32899999999999996,230,8.569999999999979,False
1,New York Giants,away,bet365,0.32899999999999996,230,8.569999999999979,False
12,Pittsburgh Steelers,away,draftkings,0.47200000000000003,130,8.560000000000002,False
7,New Orleans Saints,away,fanduel,0.39899999999999997,172,8.528000000000006,False
14,Philadelphia Eagles,away,fanduel,0.5870000000000001,-118,8.445762711864418,False
12,Jacksonville Jaguars,away,bet365,0.542,100,8.400000000000006,True
16,Cleveland Browns,home,si,0.19699999999999998,450,8.34999999999998,False
16,Cleveland Browns,home,betmgm,0.19699999999999998,450,8.34999999999998,False
10,Jacksonville Jaguars,away,caesars,0.552,-104,8.27692307692309,False
5,Las Vegas Raiders,away,draftkings,0.36700000000000005,195,8.265000000000015,False
16,Los Angeles Rams,away,betway,0.528,105,8.240000000000009,False
16,Los Angeles Rams,away,betmgm,0.528,105,8.240000000000009,False
11,Washington Commanders,away,betmgm,0.48100000000000004,125,8.225000000000016,False
1,Las Vegas Raiders,away,si,0.48100000000000004,125,8.225000000000016,True
1,Las Vegas Raiders,away,caesars,0.48100000000000004,125,8.225000000000016,True
1,Las Vegas Raiders,away,betmgm,0.48100000000000004,125,8.225000000000016,True
11,Washington Commanders,away,si,0.48100000000000004,125,8.225000000000016,False
11,Washington Commanders,away,betway,0.48100000000000004,125,8.225000000000016,False
1,Las Vegas Raiders,away,betway,0.48100000000000004,125,8.225000000000016,True
1,Las Vegas Raiders,away,bet365,0.48100000000000004,125,8.225000000000016,True
16,Kansas City Chiefs,away,betmgm,0.6809999999999999,-170,8.158823529411755,False
16,Kansas City Chiefs,away,si,0.6809999999999999,-170,8.158823529411755,False
1,New England Patriots,home,fanduel,0.515,110,8.149999999999999,False
3,Arizona Cardinals,away,caesars,0.515,110,8.149999999999999,False
5,Baltimore Ravens,home,betway,0.515,110,8.149999999999999,False
1,New England Patriots,home,draftkings,0.515,110,8.149999999999999,False
12,Pittsburgh Steelers,away,betway,0.47200000000000003,129,8.088000000000001,False
12,Pittsburgh Steelers,away,caesars,0.47200000000000003,129,8.088000000000001,False
13,Indianapolis Colts,home,betway,0.6659999999999999,-161,7.966459627329179,False
6,New York Giants,home,bet365,0.254,325,7.950000000000003,True
16,Pittsburgh Steelers,away,bet365,0.327,230,7.909999999999997,True
14,New Orleans Saints,away,fanduel,0.26,315,7.900000000000006,True
10,Minnesota Vikings,home,caesars,0.37200000000000005,190,7.880000000000017,False
WC,Pittsburgh Steelers,home,fanduel,0.461,134,7.874000000000009,False
13,Green Bay Packers,away,draftkings,0.457,136,7.852000000000011,True
14,Pittsburgh Steelers,away,bet365,0.337,220,7.840000000000003,True
3,Tennessee Titans,home,betway,0.337,220,7.840000000000003,False
10,Jacksonville Jaguars,away,si,0.552,-105,7.771428571428572,False
18,Tampa Bay Buccaneers,home,betmgm,0.6629999999999999,-160,7.737499999999983,True
7,New Orleans Saints,away,caesars,0.39899999999999997,170,7.730000000000004,False
13,San Francisco 49ers,away,caesars,0.778,-260,7.723076923076931,True
9,Denver Broncos,away,betmgm,0.501,115,7.715000000000003,True
16,Los Angeles Chargers,away,bet365,0.501,115,7.715000000000003,True
16,Kansas City Chiefs,away,fanduel,0.6809999999999999,-172,7.693023255813948,False
16,Kansas City Chiefs,away,betway,0.6809999999999999,-172,7.693023255813948,False
14,Chicago Bears,away,draftkings,0.312,245,7.640000000000001,False
14,Philadelphia Eagles,away,draftkings,0.5870000000000001,-120,7.6166666666666885,False
6,San Francisco 49ers,away,betway,0.42200000000000004,155,7.610000000000014,False
6,San Francisco 49ers,away,caesars,0.42200000000000004,155,7.610000000000014,False
13,Tennessee Titans,home,fanduel,0.321,235,7.534999999999997,False
16,Arizona Cardinals,home,bet365,0.537,100,7.400000000000006,False
13,Green Bay Packers,away,betway,0.457,135,7.39500000000001,True
13,Green Bay Packers,away,betmgm,0.457,135,7.39500000000001,True
13,Green Bay Packers,away,caesars,0.457,135,7.39500000000001,True
18,Las Vegas Raiders,home,bet365,0.39,175,7.25,True
2,Kansas City Chiefs,home,betmgm,0.523,105,7.215000000000003,False
9,Denver Broncos,away,fanduel,0.501,114,7.213999999999999,True
16,New England Patriots,away,fanduel,0.39399999999999996,172,7.167999999999978,True
17,Atlanta Falcons,home,betmgm,0.282,280,7.159999999999997,True
8,Pittsburgh Steelers,home,bet365,0.456,135,7.159999999999997,False
13,San Francisco 49ers,away,fanduel,0.778,-265,7.158490566037742,True
7,Indianapolis Colts,away,draftkings,0.48700000000000004,120,7.140000000000015,True
11,Chicago Bears,away,bet365,0.48700000000000004,120,7.140000000000015,True
7,Indianapolis Colts,away,caesars,0.48700000000000004,120,7.140000000000015,True
9,Chicago Bears,away,fanduel,0.546,-104,7.1000000000000085,True
13,Atlanta Falcons,away,bet365,0.595,-125,7.099999999999994,False
2,Dallas Cowboys,home,bet365,0.659,-160,7.087500000000006,True
11,Las Vegas Raiders,home,si,0.40399999999999997,165,7.059999999999988,False
6,Chicago Bears,away,caesars,0.35100000000000003,205,7.055000000000007,True
13,Indianapolis Colts,home,betmgm,0.6659999999999999,-165,6.963636363636354,False
13,Indianapolis Colts,home,si,0.6659999999999999,-165,6.963636363636354,False
8,Cleveland Browns,away,bet365,0.293,265,6.944999999999993,False
1,New York Giants,away,si,0.32899999999999996,225,6.924999999999983,False
4,Chicago Bears,away,fanduel,0.509,110,6.890000000000001,True
4,Chicago Bears,away,betway,0.509,110,6.890000000000001,True
4,Chicago Bears,away,caesars,0.509,110,6.890000000000001,True
4,Jacksonville Jaguars,away,draftkings,0.375,185,6.875,True
16,Kansas City Chiefs,away,caesars,0.6809999999999999,-176,6.793181818181807,False
12,Houston Texans,home,draftkings,0.36200000000000004,195,6.790000000000013,True
2,Tampa Bay Buccaneers,away,draftkings,0.499,114,6.786000000000001,True
10,Atlanta Falcons,away,draftkings,0.305,250,6.75,False
1,Pittsburgh Steelers,away,draftkings,0.593,-125,6.739999999999995,True
18,Tampa Bay Buccaneers,home,caesars,0.6629999999999999,-164,6.7268292682926685,True
13,Indianapolis Colts,home,draftkings,0.6659999999999999,-166,6.720481927710836,False
16,Los Angeles Rams,away,draftkings,0.528,102,6.656000000000006,False
13,San Francisco 49ers,away,betway,0.778,-270,6.614814814814821,True
14,New Orleans Saints,away,si,0.26,310,6.6000000000000085,True
14,New Orleans Saints,away,betmgm,0.26,310,6.6000000000000085,True
14,New Orleans Saints,away,bet365,0.26,310,6.6000000000000085,True
17,Miami Dolphins,home,fanduel,0.33299999999999996,220,6.559999999999988,True
WC,Pittsburgh Steelers,home,caesars,0.461,131,6.491000000000014,False
18,Tampa Bay Buccaneers,home,betway,0.6629999999999999,-165,6.48181818181817,True
18,Tampa Bay Buccaneers,home,si,0.6629999999999999,-165,6.48181818181817,True
7,Minnesota Vikings,home,caesars,0.47100000000000003,126,6.446000000000012,False
9,Atlanta Falcons,away,si,0.349,205,6.444999999999993,False
9,Houston Texans,home,si,0.495,115,6.424999999999997,False
10,San Francisco 49ers,home,bet365,0.495,115,6.424999999999997,False
5,New England Patriots,away,fanduel,0.313,240,6.420000000000002,True
5,New England Patriots,away,draftkings,0.313,240,6.420000000000002,True
4,Arizona Cardinals,home,betmgm,0.519,105,6.395000000000003,False
4,Arizona Cardinals,home,si,0.519,105,6.395000000000003,False
16,New England Patriots,away,draftkings,0.39399999999999996,170,6.379999999999981,True
16,Cleveland Browns,home,draftkings,0.19699999999999998,440,6.379999999999981,False
12,Pittsburgh Steelers,away,betmgm,0.47200000000000003,125,6.200000000000003,False
12,Pittsburgh Steelers,away,si,0.47200000000000003,125,6.200000000000003,False
7,Indianapolis Colts,away,fanduel,0.48700000000000004,118,6.166000000000018,True
15,Los Angeles Chargers,away,draftkings,0.337,215,6.155000000000001,True
2,Seattle Seahawks,away,si,0.386,175,6.149999999999999,True
2,Seattle Seahawks,away,caesars,0.386,175,6.149999999999999,True
17,Chicago Bears,away,bet365,0.386,175,6.149999999999999,False
14,Chicago Bears,away,betmgm,0.312,240,6.079999999999998,False
WC,Pittsburgh Steelers,home,si,0.461,130,6.030000000000008,False
WC,Pittsburgh Steelers,home,draftkings,0.461,130,6.030000000000008,False
WC,Pittsburgh Steelers,home,bet365,0.461,130,6.030000000000008,False
13,Green Bay Packers,away,fanduel,0.457,132,6.024000000000015,True
10,Minnesota Vikings,home,si,0.37200000000000005,185,6.020000000000017,False
10,Minnesota Vikings,home,betmgm,0.37200000000000005,185,6.020000000000017,False
16,Cincinnati Bengals,away,caesars,0.703,-197,5.985279187817255,True
9,Las Vegas Raiders,home,bet365,0.451,135,5.985000000000014,False
9,Cincinnati Bengals,home,betway,0.451,135,5.985000000000014,False
7,Miami Dolphins,away,betway,0.512,107,5.984000000000002,False
2,Philadelphia Eagles,away,fanduel,0.473,124,5.951999999999991,True
13,Tennessee Titans,home,betmgm,0.321,230,5.929999999999993,False
7,Cincinnati Bengals,home,draftkings,0.353,200,5.8999999999999915,True
7,Cincinnati Bengals,home,si,0.353,200,5.8999999999999915,True
7,Cincinnati Bengals,home,betmgm,0.353,200,5.8999999999999915,True
3,Cincinnati Bengals,away,caesars,0.43200000000000005,145,5.8400000000000105,False
7,Atlanta Falcons,away,bet365,0.37799999999999995,180,5.839999999999982,False
16,Cincinnati Bengals,away,fanduel,0.703,-198,5.805050505050502,True
13,Indianapolis Colts,home,caesars,0.6659999999999999,-170,5.776470588235284,False
18,Tampa Bay Buccaneers,home,fanduel,0.6629999999999999,-168,5.764285714285698,True
15,Miami Dolphins,away,betmgm,0.39899999999999997,165,5.734999999999999,False
6,Miami Dolphins,home,betway,0.39899999999999997,165,5.734999999999999,False
7,New Orleans Saints,away,betmgm,0.39899999999999997,165,5.734999999999999,False
15,New Orleans Saints,home,fanduel,0.47200000000000003,124,5.7280000000000015,True
15,New Orleans Saints,home,draftkings,0.47200000000000003,124,5.7280000000000015,True
14,Philadelphia Eagles,away,betway,0.5870000000000001,-125,5.660000000000018,False
15,Buffalo Bills,away,bet365,0.541,-105,5.62380952380952,True
5,Minnesota Vikings,away,si,0.679,-180,5.622222222222234,True
WC,Buffalo Bills,away,fanduel,0.498,112,5.575999999999993,True
3,Arizona Cardinals,away,si,0.515,105,5.575000000000003,False
3,Arizona Cardinals,away,betway,0.515,105,5.575000000000003,False
3,Arizona Cardinals,away,betmgm,0.515,105,5.575000000000003,False
3,Arizona Cardinals,away,bet365,0.515,105,5.575000000000003,False
3,New York Jets,away,betway,0.289,265,5.484999999999985,False
14,Pittsburgh Steelers,away,betway,0.337,213,5.481000000000009,True
16,Cincinnati Bengals,away,betmgm,0.703,-200,5.449999999999996,True
16,Cincinnati Bengals,away,si,0.703,-200,5.449999999999996,True
WC,Jacksonville Jaguars,home,bet365,0.502,110,5.420000000000002,False
6,Tampa Bay Buccaneers,home,bet365,0.575,-120,5.416666666666664,True
10,Jacksonville Jaguars,away,betway,0.552,-110,5.38181818181819,False
10,Jacksonville Jaguars,away,betmgm,0.552,-110,5.38181818181819,False
6,Jacksonville Jaguars,home,fanduel,0.49700000000000005,112,5.3640000000000185,False
1,Houston Texans,away,si,0.439,140,5.3600000000000065,False
1,Houston Texans,away,caesars,0.439,140,5.3600000000000065,False
1,Houston Texans,away,betmgm,0.439,140,5.3600000000000065,False
